source,post_id,author,context,text,coin_symbol,influencer_handle,engagement_score,sentiment_compound,created_at
twitter,tw_2403_0172,MemeRiskLab,meme momentum,BONK new wave of retail mentions.,BONK,MemeRiskLab,827,-0.533,2026-03-24T08:36:00
twitter,tw_2403_0173,WifSignals,meme momentum,SHIB volume confirms trend continuation.,SHIB,WifSignals,548,0.401,2026-03-24T08:39:00
twitter,tw_2403_0174,MacroMeme,social spike watch,SHIB volume confirms trend continuation.,SHIB,MacroMeme,552,0.155,2026-03-24T08:42:00
twitter,tw_2403_0175,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF community activity accelerating.,WIF,MemeRiskLab,692,-0.028,2026-03-24T08:45:00
twitter,tw_2403_0176,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK volume confirms trend continuation.,BONK,WhaleScope,1020,-0.234,2026-03-24T08:48:00
twitter,tw_2403_0177,AltcoinNora,social spike watch,BONK momentum still healthy despite volatility.,BONK,AltcoinNora,529,0.566,2026-03-24T08:51:00
twitter,tw_2403_0178,DegenDesk,social spike watch,BONK range chop with selective strength.,BONK,DegenDesk,869,0.051,2026-03-24T08:54:00
twitter,tw_2403_0179,ShibIntel,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB volume confirms trend continuation.,SHIB,ShibIntel,1066,-0.343,2026-03-24T08:57:00
twitter,tw_2403_0180,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE rotation into meme basket continues.,DOGE,FrogCycle,723,-0.867,2026-03-24T09:00:00
twitter,tw_2403_0181,WhaleScope,social spike watch,DOGE watch exchange inflow risk.,DOGE,WhaleScope,913,-0.614,2026-03-24T09:03:00
twitter,tw_2403_0182,AltcoinNora,social spike watch,DOGE watch exchange inflow risk.,DOGE,AltcoinNora,1132,0.95,2026-03-24T09:06:00
twitter,tw_2403_0183,WhaleScope,meme momentum,DOGE rotation into meme basket continues.,DOGE,WhaleScope,567,0.168,2026-03-24T09:09:00
twitter,tw_2403_0184,WifSignals,meme momentum,PEPE watch exchange inflow risk.,PEPE,WifSignals,1410,0.334,2026-03-24T09:12:00
twitter,tw_2403_0185,FrogCycle,social spike watch,SHIB community activity accelerating.,SHIB,FrogCycle,815,-0.261,2026-03-24T09:15:00
twitter,tw_2403_0186,AltcoinNora,meme momentum,PEPE buyers defending support aggressively.,PEPE,AltcoinNora,1048,-0.041,2026-03-24T09:18:00
twitter,tw_2403_0187,ShibIntel,meme momentum,BONK community activity accelerating.,BONK,ShibIntel,808,0.55,2026-03-24T09:21:00
twitter,tw_2403_0188,CryptoKing,meme momentum,WIF range chop with selective strength.,WIF,CryptoKing,1013,0.257,2026-03-24T09:24:00
twitter,tw_2403_0189,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE volume confirms trend continuation.,PEPE,FrogCycle,526,0.549,2026-03-24T09:27:00
twitter,tw_2403_0190,FrogCycle,meme momentum,SHIB volume confirms trend continuation.,SHIB,FrogCycle,683,-0.756,2026-03-24T09:30:00
twitter,tw_2403_0191,MacroMeme,meme momentum,DOGE community activity accelerating.,DOGE,MacroMeme,939,-0.13,2026-03-24T09:33:00
twitter,tw_2403_0192,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB range chop with selective strength.,SHIB,CryptoKing,834,-0.244,2026-03-24T09:36:00
twitter,tw_2403_0193,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK rotation into meme basket continues.,BONK,MemePulse,845,0.193,2026-03-24T09:39:00
twitter,tw_2403_0194,BonkRadar,social spike watch,SHIB strong breakout with heavy engagement.,SHIB,BonkRadar,726,0.05,2026-03-24T09:42:00
twitter,tw_2403_0195,MacroMeme,social spike watch,BONK sentiment cooling after leverage spike.,BONK,MacroMeme,847,-0.594,2026-03-24T09:45:00
twitter,tw_2403_0196,AltcoinNora,meme momentum,BONK range chop with selective strength.,BONK,AltcoinNora,573,0.146,2026-03-24T09:48:00
twitter,tw_2403_0197,ShibIntel,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF strong breakout with heavy engagement.,WIF,ShibIntel,604,-0.222,2026-03-24T09:51:00
twitter,tw_2403_0198,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE range chop with selective strength.,PEPE,ChainAlpha,996,-0.282,2026-03-24T09:54:00
twitter,tw_2403_0199,WhaleScope,social spike watch,SHIB range chop with selective strength.,SHIB,WhaleScope,887,-0.389,2026-03-24T09:57:00
twitter,tw_2403_0200,BonkRadar,meme momentum,SHIB strong breakout with heavy engagement.,SHIB,BonkRadar,803,-0.851,2026-03-24T10:00:00
twitter,tw_2403_0201,MemeRiskLab,meme momentum,BONK volume confirms trend continuation.,BONK,MemeRiskLab,326,0.109,2026-03-24T10:03:00
twitter,tw_2403_0202,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB rotation into meme basket continues.,SHIB,DegenDesk,332,-0.212,2026-03-24T10:06:00
twitter,tw_2403_0203,CryptoKing,social spike watch,PEPE community activity accelerating.,PEPE,CryptoKing,975,-0.214,2026-03-24T10:09:00
twitter,tw_2403_0204,WhaleScope,social spike watch,WIF range chop with selective strength.,WIF,WhaleScope,508,-0.293,2026-03-24T10:12:00
twitter,tw_2403_0205,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK range chop with selective strength.,BONK,MacroMeme,596,0.104,2026-03-24T10:15:00
twitter,tw_2403_0206,FrogCycle,social spike watch,WIF community activity accelerating.,WIF,FrogCycle,827,-0.019,2026-03-24T10:18:00
twitter,tw_2403_0207,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF community activity accelerating.,WIF,MemePulse,890,0.193,2026-03-24T10:21:00
twitter,tw_2403_0208,ShibIntel,meme momentum,PEPE sentiment cooling after leverage spike.,PEPE,ShibIntel,825,-0.03,2026-03-24T10:24:00
twitter,tw_2403_0209,MemeRiskLab,social spike watch,BONK community activity accelerating.,BONK,MemeRiskLab,349,-0.539,2026-03-24T10:27:00
twitter,tw_2403_0210,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB strong breakout with heavy engagement.,SHIB,CryptoKing,659,-0.406,2026-03-24T10:30:00
twitter,tw_2403_0211,WhaleScope,social spike watch,PEPE rotation into meme basket continues.,PEPE,WhaleScope,942,0.023,2026-03-24T10:33:00
twitter,tw_2403_0212,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF sentiment cooling after leverage spike.,WIF,MacroMeme,1190,0.288,2026-03-24T10:36:00
twitter,tw_2403_0213,DegenDesk,meme momentum,PEPE community activity accelerating.,PEPE,DegenDesk,1146,-0.316,2026-03-24T10:39:00
twitter,tw_2403_0214,FrogCycle,meme momentum,DOGE watch exchange inflow risk.,DOGE,FrogCycle,1091,0.299,2026-03-24T10:42:00
twitter,tw_2403_0215,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB watch exchange inflow risk.,SHIB,MemeRiskLab,965,-0.215,2026-03-24T10:45:00
twitter,tw_2403_0216,MemePulse,meme momentum,PEPE community activity accelerating.,PEPE,MemePulse,914,0.529,2026-03-24T10:48:00
twitter,tw_2403_0217,MacroMeme,social spike watch,SHIB strong breakout with heavy engagement.,SHIB,MacroMeme,916,0.066,2026-03-24T10:51:00
twitter,tw_2403_0218,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE volume confirms trend continuation.,PEPE,FrogCycle,895,-0.062,2026-03-24T10:54:00
twitter,tw_2403_0219,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE sentiment cooling after leverage spike.,DOGE,CryptoKing,889,-0.14,2026-03-24T10:57:00
twitter,tw_2403_0220,AltcoinNora,meme momentum,BONK sentiment cooling after leverage spike.,BONK,AltcoinNora,865,0.353,2026-03-24T11:00:00
twitter,tw_2403_0221,MacroMeme,social spike watch,SHIB range chop with selective strength.,SHIB,MacroMeme,834,0.189,2026-03-24T11:03:00
twitter,tw_2403_0222,MacroMeme,social spike watch,PEPE rotation into meme basket continues.,PEPE,MacroMeme,1687,-0.595,2026-03-24T11:06:00
twitter,tw_2403_0223,CryptoKing,social spike watch,DOGE momentum still healthy despite volatility.,DOGE,CryptoKing,1042,0.011,2026-03-24T11:09:00
twitter,tw_2403_0224,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB momentum still healthy despite volatility.,SHIB,DegenDesk,1394,-0.255,2026-03-24T11:12:00
twitter,tw_2403_0225,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK buyers defending support aggressively.,BONK,ChainAlpha,1012,0.274,2026-03-24T11:15:00
twitter,tw_2403_0226,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE watch exchange inflow risk.,DOGE,DegenDesk,721,0.326,2026-03-24T11:18:00
twitter,tw_2403_0227,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE rotation into meme basket continues.,PEPE,CryptoKing,920,-0.279,2026-03-24T11:21:00
twitter,tw_2403_0228,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE momentum still healthy despite volatility.,PEPE,WhaleScope,619,-0.224,2026-03-24T11:24:00
twitter,tw_2403_0229,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE strong breakout with heavy engagement.,DOGE,CryptoKing,683,-0.323,2026-03-24T11:27:00
twitter,tw_2403_0230,FrogCycle,social spike watch,DOGE new wave of retail mentions.,DOGE,FrogCycle,1021,0.419,2026-03-24T11:30:00
twitter,tw_2403_0231,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF buyers defending support aggressively.,WIF,FrogCycle,1096,-0.061,2026-03-24T11:33:00
twitter,tw_2403_0232,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB sentiment cooling after leverage spike.,SHIB,BonkRadar,842,0.628,2026-03-24T11:36:00
twitter,tw_2403_0233,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB range chop with selective strength.,SHIB,MacroMeme,939,0.407,2026-03-24T11:39:00
twitter,tw_2403_0234,CryptoKing,meme momentum,WIF sentiment cooling after leverage spike.,WIF,CryptoKing,475,-0.023,2026-03-24T11:42:00
twitter,tw_2403_0235,CryptoKing,social spike watch,BONK buyers defending support aggressively.,BONK,CryptoKing,649,0.388,2026-03-24T11:45:00
twitter,tw_2403_0236,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB rotation into meme basket continues.,SHIB,FrogCycle,490,-0.066,2026-03-24T11:48:00
twitter,tw_2403_0237,MemePulse,meme momentum,SHIB rotation into meme basket continues.,SHIB,MemePulse,784,-0.285,2026-03-24T11:51:00
twitter,tw_2403_0238,WifSignals,social spike watch,DOGE rotation into meme basket continues.,DOGE,WifSignals,859,-0.058,2026-03-24T11:54:00
twitter,tw_2403_0239,AltcoinNora,social spike watch,PEPE watch exchange inflow risk.,PEPE,AltcoinNora,661,-0.081,2026-03-24T11:57:00
twitter,tw_2403_0240,MacroMeme,social spike watch,BONK range chop with selective strength.,BONK,MacroMeme,972,0.476,2026-03-24T12:00:00
twitter,tw_2403_0241,MacroMeme,social spike watch,DOGE rotation into meme basket continues.,DOGE,MacroMeme,1338,-0.119,2026-03-24T12:03:00
twitter,tw_2403_0242,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE community activity accelerating.,PEPE,ChainAlpha,1254,-0.104,2026-03-24T12:06:00
twitter,tw_2403_0243,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK range chop with selective strength.,BONK,AltcoinNora,682,-0.04,2026-03-24T12:09:00
twitter,tw_2403_0244,MacroMeme,social spike watch,BONK momentum still healthy despite volatility.,BONK,MacroMeme,985,0.16,2026-03-24T12:12:00
twitter,tw_2403_0245,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK new wave of retail mentions.,BONK,WifSignals,900,-0.13,2026-03-24T12:15:00
twitter,tw_2403_0246,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE sentiment cooling after leverage spike.,PEPE,WhaleScope,897,-0.304,2026-03-24T12:18:00
twitter,tw_2403_0247,AltcoinNora,meme momentum,DOGE range chop with selective strength.,DOGE,AltcoinNora,381,0.264,2026-03-24T12:21:00
twitter,tw_2403_0248,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF momentum still healthy despite volatility.,WIF,WhaleScope,751,-0.443,2026-03-24T12:24:00
twitter,tw_2403_0249,CryptoKing,social spike watch,PEPE community activity accelerating.,PEPE,CryptoKing,509,0.248,2026-03-24T12:27:00
twitter,tw_2403_0250,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE momentum still healthy despite volatility.,PEPE,CryptoKing,908,0.195,2026-03-24T12:30:00
twitter,tw_2403_0251,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK momentum still healthy despite volatility.,BONK,MacroMeme,973,0.235,2026-03-24T12:33:00
twitter,tw_2403_0252,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE buyers defending support aggressively.,DOGE,CryptoKing,1096,-0.035,2026-03-24T12:36:00
twitter,tw_2403_0253,MacroMeme,meme momentum,WIF sentiment cooling after leverage spike.,WIF,MacroMeme,833,-0.322,2026-03-24T12:39:00
twitter,tw_2403_0254,ChainAlpha,meme momentum,WIF watch exchange inflow risk.,WIF,ChainAlpha,1608,0.493,2026-03-24T12:42:00
twitter,tw_2403_0255,MemeRiskLab,meme momentum,SHIB rotation into meme basket continues.,SHIB,MemeRiskLab,675,0.128,2026-03-24T12:45:00
twitter,tw_2403_0256,DegenDesk,social spike watch,PEPE sentiment cooling after leverage spike.,PEPE,DegenDesk,1060,0.156,2026-03-24T12:48:00
twitter,tw_2403_0257,DegenDesk,social spike watch,SHIB sentiment cooling after leverage spike.,SHIB,DegenDesk,1284,0.691,2026-03-24T12:51:00
twitter,tw_2403_0258,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE range chop with selective strength.,DOGE,MemePulse,742,0.081,2026-03-24T12:54:00
twitter,tw_2403_0259,AltcoinNora,social spike watch,PEPE community activity accelerating.,PEPE,AltcoinNora,642,0.067,2026-03-24T12:57:00
twitter,tw_2403_0260,BonkRadar,social spike watch,DOGE buyers defending support aggressively.,DOGE,BonkRadar,723,0.342,2026-03-24T13:00:00
twitter,tw_2403_0261,ShibIntel,social spike watch,PEPE range chop with selective strength.,PEPE,ShibIntel,971,-0.703,2026-03-24T13:03:00
twitter,tw_2403_0262,CryptoKing,social spike watch,PEPE momentum still healthy despite volatility.,PEPE,CryptoKing,600,-0.063,2026-03-24T13:06:00
twitter,tw_2403_0263,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE momentum still healthy despite volatility.,PEPE,WifSignals,729,0.638,2026-03-24T13:09:00
twitter,tw_2403_0264,DegenDesk,social spike watch,SHIB rotation into meme basket continues.,SHIB,DegenDesk,1101,0.001,2026-03-24T13:12:00
twitter,tw_2403_0265,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE watch exchange inflow risk.,PEPE,FrogCycle,1042,0.013,2026-03-24T13:15:00
twitter,tw_2403_0266,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF rotation into meme basket continues.,WIF,AltcoinNora,1109,0.152,2026-03-24T13:18:00
twitter,tw_2403_0267,ShibIntel,meme momentum,WIF new wave of retail mentions.,WIF,ShibIntel,727,0.512,2026-03-24T13:21:00
twitter,tw_2403_0268,DegenDesk,social spike watch,BONK range chop with selective strength.,BONK,DegenDesk,1260,0.13,2026-03-24T13:24:00
twitter,tw_2403_0269,AltcoinNora,social spike watch,WIF watch exchange inflow risk.,WIF,AltcoinNora,977,-0.036,2026-03-24T13:27:00
twitter,tw_2403_0270,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB rotation into meme basket continues.,SHIB,MemePulse,1211,0.137,2026-03-24T13:30:00
twitter,tw_2403_0271,ChainAlpha,social spike watch,BONK strong breakout with heavy engagement.,BONK,ChainAlpha,565,0.088,2026-03-24T13:33:00
twitter,tw_2403_0272,ChainAlpha,meme momentum,PEPE watch exchange inflow risk.,PEPE,ChainAlpha,782,-0.188,2026-03-24T13:36:00
twitter,tw_2403_0273,CryptoKing,meme momentum,WIF watch exchange inflow risk.,WIF,CryptoKing,489,0.543,2026-03-24T13:39:00
twitter,tw_2403_0274,MemeRiskLab,meme momentum,WIF rotation into meme basket continues.,WIF,MemeRiskLab,904,0.156,2026-03-24T13:42:00
twitter,tw_2403_0275,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE strong breakout with heavy engagement.,PEPE,BonkRadar,547,0.525,2026-03-24T13:45:00
twitter,tw_2403_0276,BonkRadar,social spike watch,SHIB strong breakout with heavy engagement.,SHIB,BonkRadar,424,0.268,2026-03-24T13:48:00
twitter,tw_2403_0277,MacroMeme,social spike watch,DOGE volume confirms trend continuation.,DOGE,MacroMeme,1010,0.083,2026-03-24T13:51:00
twitter,tw_2403_0278,ShibIntel,meme momentum,DOGE rotation into meme basket continues.,DOGE,ShibIntel,1285,0.221,2026-03-24T13:54:00
twitter,tw_2403_0279,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK watch exchange inflow risk.,BONK,WifSignals,1210,0.043,2026-03-24T13:57:00
twitter,tw_2403_0280,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF range chop with selective strength.,WIF,AltcoinNora,763,0.798,2026-03-24T14:00:00
twitter,tw_2403_0281,FrogCycle,social spike watch,SHIB range chop with selective strength.,SHIB,FrogCycle,335,-0.174,2026-03-24T14:03:00
twitter,tw_2403_0282,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK momentum still healthy despite volatility.,BONK,FrogCycle,464,0.133,2026-03-24T14:06:00
twitter,tw_2403_0283,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK range chop with selective strength.,BONK,MemePulse,258,0.11,2026-03-24T14:09:00
twitter,tw_2403_0284,BonkRadar,meme momentum,BONK watch exchange inflow risk.,BONK,BonkRadar,892,0.084,2026-03-24T14:12:00
twitter,tw_2403_0285,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF watch exchange inflow risk.,WIF,ChainAlpha,845,0.37,2026-03-24T14:15:00
twitter,tw_2403_0286,AltcoinNora,meme momentum,PEPE watch exchange inflow risk.,PEPE,AltcoinNora,877,0.112,2026-03-24T14:18:00
twitter,tw_2403_0287,MacroMeme,meme momentum,BONK range chop with selective strength.,BONK,MacroMeme,648,-0.075,2026-03-24T14:21:00
twitter,tw_2403_0288,CryptoKing,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,CryptoKing,20,0.481,2026-03-24T14:24:00
twitter,tw_2403_0289,DegenDesk,meme momentum,DOGE new wave of retail mentions.,DOGE,DegenDesk,1079,0.903,2026-03-24T14:27:00
twitter,tw_2403_0290,WifSignals,meme momentum,WIF range chop with selective strength.,WIF,WifSignals,760,0.393,2026-03-24T14:30:00
twitter,tw_2403_0291,ShibIntel,meme momentum,BONK momentum still healthy despite volatility.,BONK,ShibIntel,535,-0.051,2026-03-24T14:33:00
twitter,tw_2403_0292,ShibIntel,meme momentum,WIF rotation into meme basket continues.,WIF,ShibIntel,1428,0.375,2026-03-24T14:36:00
twitter,tw_2403_0293,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK watch exchange inflow risk.,BONK,FrogCycle,286,0.176,2026-03-24T14:39:00
twitter,tw_2403_0294,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK range chop with selective strength.,BONK,WifSignals,1172,0.499,2026-03-24T14:42:00
twitter,tw_2403_0295,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK sentiment cooling after leverage spike.,BONK,WifSignals,151,0.537,2026-03-24T14:45:00
twitter,tw_2403_0296,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE range chop with selective strength.,PEPE,DegenDesk,753,0.29,2026-03-24T14:48:00
twitter,tw_2403_0297,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE community activity accelerating.,PEPE,MemePulse,738,0.041,2026-03-24T14:51:00
twitter,tw_2403_0298,FrogCycle,meme momentum,SHIB buyers defending support aggressively.,SHIB,FrogCycle,489,0.538,2026-03-24T14:54:00
twitter,tw_2403_0299,WhaleScope,meme momentum,WIF community activity accelerating.,WIF,WhaleScope,842,0.564,2026-03-24T14:57:00
twitter,tw_2403_0300,ChainAlpha,meme momentum,DOGE strong breakout with heavy engagement.,DOGE,ChainAlpha,1266,0.827,2026-03-24T15:00:00
twitter,tw_2403_0301,MemePulse,social spike watch,BONK strong breakout with heavy engagement.,BONK,MemePulse,874,0.183,2026-03-24T15:03:00
twitter,tw_2403_0302,WhaleScope,social spike watch,SHIB rotation into meme basket continues.,SHIB,WhaleScope,897,0.312,2026-03-24T15:06:00
twitter,tw_2403_0303,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE buyers defending support aggressively.,DOGE,ChainAlpha,840,-0.425,2026-03-24T15:09:00
twitter,tw_2403_0304,MacroMeme,social spike watch,BONK community activity accelerating.,BONK,MacroMeme,384,0.329,2026-03-24T15:12:00
twitter,tw_2403_0305,BonkRadar,social spike watch,WIF watch exchange inflow risk.,WIF,BonkRadar,1006,-0.204,2026-03-24T15:15:00
twitter,tw_2403_0306,BonkRadar,meme momentum,BONK watch exchange inflow risk.,BONK,BonkRadar,1254,0.002,2026-03-24T15:18:00
twitter,tw_2403_0307,WhaleScope,meme momentum,SHIB rotation into meme basket continues.,SHIB,WhaleScope,764,-0.094,2026-03-24T15:21:00
twitter,tw_2403_0308,MemePulse,meme momentum,DOGE range chop with selective strength.,DOGE,MemePulse,327,0.089,2026-03-24T15:24:00
twitter,tw_2403_0309,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK watch exchange inflow risk.,BONK,MemePulse,623,0.173,2026-03-24T15:27:00
twitter,tw_2403_0310,WhaleScope,meme momentum,SHIB community activity accelerating.,SHIB,WhaleScope,1090,-0.318,2026-03-24T15:30:00
twitter,tw_2403_0311,MemePulse,meme momentum,PEPE range chop with selective strength.,PEPE,MemePulse,233,0.373,2026-03-24T15:33:00
twitter,tw_2403_0312,ShibIntel,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF watch exchange inflow risk.,WIF,ShibIntel,1033,0.253,2026-03-24T15:36:00
twitter,tw_2403_0313,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE buyers defending support aggressively.,DOGE,DegenDesk,804,-0.445,2026-03-24T15:39:00
twitter,tw_2403_0314,DegenDesk,social spike watch,WIF buyers defending support aggressively.,WIF,DegenDesk,1107,0.296,2026-03-24T15:42:00
twitter,tw_2403_0315,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK strong breakout with heavy engagement.,BONK,MemePulse,419,-0.243,2026-03-24T15:45:00
twitter,tw_2403_0316,BonkRadar,social spike watch,SHIB watch exchange inflow risk.,SHIB,BonkRadar,677,-0.013,2026-03-24T15:48:00
twitter,tw_2403_0317,MemeRiskLab,social spike watch,SHIB new wave of retail mentions.,SHIB,MemeRiskLab,848,-0.111,2026-03-24T15:51:00
twitter,tw_2403_0318,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE range chop with selective strength.,PEPE,WifSignals,1561,0.669,2026-03-24T15:54:00
twitter,tw_2403_0319,FrogCycle,meme momentum,DOGE rotation into meme basket continues.,DOGE,FrogCycle,1155,0.245,2026-03-24T15:57:00
twitter,tw_2403_0320,WifSignals,social spike watch,BONK range chop with selective strength.,BONK,WifSignals,1287,-0.054,2026-03-24T16:00:00
twitter,tw_2403_0321,AltcoinNora,social spike watch,BONK range chop with selective strength.,BONK,AltcoinNora,683,-0.352,2026-03-24T16:03:00
twitter,tw_2403_0322,AltcoinNora,meme momentum,DOGE watch exchange inflow risk.,DOGE,AltcoinNora,1290,-0.197,2026-03-24T16:06:00
twitter,tw_2403_0323,DegenDesk,social spike watch,SHIB momentum still healthy despite volatility.,SHIB,DegenDesk,899,0.51,2026-03-24T16:09:00
twitter,tw_2403_0324,MemePulse,meme momentum,BONK buyers defending support aggressively.,BONK,MemePulse,1125,0.357,2026-03-24T16:12:00
twitter,tw_2403_0325,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF sentiment cooling after leverage spike.,WIF,MemeRiskLab,955,0.057,2026-03-24T16:15:00
twitter,tw_2403_0326,MemeRiskLab,meme momentum,PEPE momentum still healthy despite volatility.,PEPE,MemeRiskLab,472,0.045,2026-03-24T16:18:00
twitter,tw_2403_0327,ShibIntel,social spike watch,PEPE rotation into meme basket continues.,PEPE,ShibIntel,1010,-0.134,2026-03-24T16:21:00
twitter,tw_2403_0328,DegenDesk,meme momentum,PEPE sentiment cooling after leverage spike.,PEPE,DegenDesk,1250,0.075,2026-03-24T16:24:00
twitter,tw_2403_0329,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK range chop with selective strength.,BONK,MemeRiskLab,981,0.193,2026-03-24T16:27:00
twitter,tw_2403_0330,DegenDesk,meme momentum,BONK community activity accelerating.,BONK,DegenDesk,546,0.08,2026-03-24T16:30:00
twitter,tw_2403_0331,ShibIntel,social spike watch,WIF buyers defending support aggressively.,WIF,ShibIntel,405,0.2,2026-03-24T16:33:00
twitter,tw_2403_0332,WifSignals,social spike watch,WIF sentiment cooling after leverage spike.,WIF,WifSignals,864,-0.129,2026-03-24T16:36:00
twitter,tw_2403_0333,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB strong breakout with heavy engagement.,SHIB,MacroMeme,833,0.032,2026-03-24T16:39:00
twitter,tw_2403_0334,AltcoinNora,social spike watch,DOGE sentiment cooling after leverage spike.,DOGE,AltcoinNora,1776,-0.044,2026-03-24T16:42:00
twitter,tw_2403_0335,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK strong breakout with heavy engagement.,BONK,ChainAlpha,1094,0.071,2026-03-24T16:45:00
twitter,tw_2403_0336,WifSignals,social spike watch,WIF watch exchange inflow risk.,WIF,WifSignals,540,0.64,2026-03-24T16:48:00
twitter,tw_2403_0337,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF range chop with selective strength.,WIF,DegenDesk,532,0.083,2026-03-24T16:51:00
twitter,tw_2403_0338,ChainAlpha,meme momentum,DOGE buyers defending support aggressively.,DOGE,ChainAlpha,1039,-0.642,2026-03-24T16:54:00
twitter,tw_2403_0339,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE sentiment cooling after leverage spike.,PEPE,MemeRiskLab,1292,0.133,2026-03-24T16:57:00
twitter,tw_2403_0340,ChainAlpha,meme momentum,WIF volume confirms trend continuation.,WIF,ChainAlpha,814,0.434,2026-03-24T17:00:00
twitter,tw_2403_0341,WifSignals,meme momentum,DOGE momentum still healthy despite volatility.,DOGE,WifSignals,698,0.028,2026-03-24T17:03:00
twitter,tw_2403_0342,MacroMeme,meme momentum,DOGE buyers defending support aggressively.,DOGE,MacroMeme,623,-0.133,2026-03-24T17:06:00
twitter,tw_2403_0343,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB new wave of retail mentions.,SHIB,BonkRadar,1190,0.165,2026-03-24T17:09:00
